,pcd7,Large User,Total households,Population aged 65+,Females,Females aged 5-9,Females aged 65-69,Females aged 65+,Females aged 70-74,Females aged 75-79,Females aged 80-84,Females aged 85-89,Females aged 90-94,Females aged 95_99,Females aged 100+,Males,Males aged 5-9,Males aged 65-69,Males aged 65+,Males aged 70-74,Males aged 75-79,Males aged 80-84,Males aged 85-89,Males aged 90-94,Males aged 95-99,Males aged 100+,Females aged under 25,Females aged 25-44,Females aged 45-65,Males aged under 25,Males aged 25-44,Males aged 45-65,PC_Area,Target,Mean Income,Median Income,Mode Income,Lower Quartile
145,NW16BP,0,24,10,26,1,2,5,1,1,1,0,0,0,0,22,1,2,5,1,0,2,0,0,0,0,5,11,4,3,9,4,NW,0,48200,41695.4023,32500,25803.10881
146,NW16BS,0,24,9,27,1,2,5,1,1,1,0,0,0,0,21,1,2,4,1,0,1,0,0,0,0,5,10,6,4,8,4,NW,0,55100,47575.75758,32500,30412.08791
147,NW16BT,0,27,8,23,1,2,4,1,1,0,0,0,0,0,21,1,2,4,1,0,1,0,0,0,0,4,10,4,3,9,4,NW,0,49800,44357.14286,32500,28677.88462
148,NW16BU,0,70,14,42,0,0,5,1,2,1,0,1,0,0,70,2,4,9,1,1,1,1,1,0,0,7,25,5,7,46,6,NW,0,42800,37321.73913,22500,23508.37139
149,NW16BY,0,8,0,9,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,4,2,1,5,1,NW,0,47400,40344.82759,22500,25073.52941
150,NW16DA,0,11,1,12,1,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,2,6,3,1,5,1,NW,0,66100,58968.25397,110000,38359.375
151,NW16DB,0,23,6,25,1,1,3,1,0,1,0,0,0,0,27,0,1,3,1,0,0,0,1,0,0,4,12,5,4,15,5,NW,0,63900,57116.78832,47500,37570.42254
152,NW16DD,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,NW,0,70600,63529.41176,110000,41764.70588
153,NW16DE,0,4,1,4,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,NW,0,63400,56875,42500,37200
154,NW16DP,0,36,13,33,0,1,6,1,1,1,1,1,0,0,43,2,3,7,1,1,1,1,0,0,0,6,15,6,4,26,4,NW,0,53100,46320,32500,29461.53846
155,NW16DR,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NW,0,30700,27272.72727,17500,17500
156,NW16DS,0,31,4,18,0,1,3,1,0,0,1,0,0,0,18,0,1,1,0,0,0,0,0,0,0,5,8,2,4,9,4,NW,0,44400,38705.88235,32500,24551.97133
157,NW16DT,0,75,18,60,2,4,9,2,0,1,2,0,0,0,68,1,4,9,2,1,1,1,0,0,0,17,21,11,13,30,15,NW,0,43300,37728.02653,22500,23541.3643
158,NW16DX,0,80,19,55,1,4,10,3,1,2,0,0,0,0,73,2,2,9,2,2,3,0,0,0,0,10,24,10,10,39,13,NW,0,50300,43687.39206,32500,27285.25122
159,NW16DY,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,NW,0,37300,32500,17500,20454.54545
160,NW16EA,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,NW,0,42900,37375,22500,23297.87234
161,NW16EB,0,19,5,16,1,0,2,1,1,0,0,0,0,0,23,1,0,3,1,1,1,0,0,0,0,3,7,3,4,8,7,NW,0,67700,60601.85185,110000,39813.08411
162,NW16EF,0,4,0,7,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2,2,2,0,4,0,NW,1,57200,51153.84615,42500,33392.85714
163,NW16EG,0,13,2,9,0,1,1,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,2,4,2,2,3,2,NW,0,28400,24251.49701,17500,15259.06736
164,NW16EH,0,36,11,52,4,1,6,2,1,1,0,1,0,0,43,5,1,5,1,1,1,1,0,0,0,15,18,9,9,17,7,NW,1,43600,37452.47148,17500,22250
165,NW16EJ,0,107,13,96,7,2,7,2,1,1,1,0,0,0,105,5,3,6,2,1,0,0,0,0,0,27,43,12,19,58,17,NW,0,66699.90654,59577.92208,110000,38887.98701
166,NW16EL,0,69,10,68,5,2,5,1,1,0,1,0,0,0,76,3,2,5,1,1,0,1,0,0,0,20,30,8,15,41,12,NW,0,66000,59243.90244,110000,39195.54455
167,NW16EN,0,64,10,56,4,1,5,1,2,1,0,0,0,0,65,4,1,5,1,2,0,1,0,0,0,13,21,13,16,26,14,NW,0,58900,51614.98708,42500,32784.22274
168,NW16EP,0,25,9,26,1,1,2,1,0,0,0,0,0,0,28,2,2,7,1,1,1,1,1,0,0,7,9,7,4,9,6,NW,0,60000,52730.26316,42500,33666.66667
169,NW16ER,0,29,5,25,0,2,4,1,1,0,0,0,0,0,22,0,1,1,0,0,0,0,0,0,0,5,10,6,5,11,5,NW,0,58600,50312.5,32500,30692.30769
170,NW16ES,0,19,4,23,1,1,2,1,0,0,0,0,0,0,22,1,1,2,1,0,0,0,0,0,0,4,10,6,3,12,4,NW,0,60100,52938.59649,42500,33495.93496
171,NW16EU,0,11,3,15,1,1,2,1,0,0,0,0,0,0,10,1,1,1,0,0,0,0,0,0,0,3,5,4,1,4,3,NW,0,69100,63043.47826,110000,43507.46269
172,NW16EW,0,70,12,63,5,1,5,1,2,1,0,0,0,0,77,4,1,7,1,2,1,1,1,0,0,15,24,14,20,30,16,NW,0,58900,51928.57143,42500,32722.34273
173,NW16EX,0,18,5,18,1,1,3,1,1,0,0,0,0,0,20,1,1,2,0,0,1,0,0,0,0,2,8,4,3,11,3,NW,0,65500,57959.18367,110000,36586.53846
174,NW16EY,0,12,0,11,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,6,2,2,8,2,NW,0,53300,47383.72093,32500,30549.45055
175,NW16HA,0,16,1,14,1,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,8,2,2,10,2,NW,0,44000,38511.45038,22500,24344.82759
176,NW16HB,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NW,0,33600,29545.45455,17500,18750
177,NW16HD,0,40,8,34,1,1,3,1,0,1,0,0,0,0,35,1,1,5,2,0,1,0,1,0,0,6,17,7,5,18,6,NW,0,55200,48860.29412,32500,30912.2807
178,NW16HE,0,27,4,22,1,1,2,1,0,0,0,0,0,0,20,1,1,2,1,0,0,0,0,0,0,4,10,5,2,12,3,NW,0,48800,42295.91837,32500,26279.06977
179,NW16HG,0,7,0,6,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,3,1,1,4,1,NW,0,58800,52093.02326,42500,33510.6383
180,NW16HH,0,33,7,27,0,1,4,1,0,1,1,0,0,0,27,0,1,3,1,0,0,0,1,0,0,5,13,5,4,15,5,NW,0,51700,45756.30252,32500,29444.44444
181,NW16HJ,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,NW,0,58100,52031.25,42500,33970.58824
182,NW16HL,0,12,0,8,1,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,4,2,1,6,3,NW,0,71700,64701.49254,110000,42575.75758
183,NW16HN,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,NW,0,77100,70500,110000,47272.72727
184,NW16HR,0,3,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,3,0,0,4,0,NW,0,63100,55263.15789,42500,38333.33333
185,NW16HS,0,12,1,14,1,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,0,0,0,3,6,4,1,5,2,NW,0,62000,54507.04225,42500,34605.26316
186,NW16HT,0,12,4,16,1,1,2,1,0,0,0,0,0,0,15,1,1,2,1,0,0,0,0,0,0,3,6,4,1,7,4,NW,0,69200,62000,110000,39843.75
187,NW16HU,0,13,2,14,0,0,1,1,0,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,3,6,4,1,7,2,NW,0,60100,52000,32500,32500
188,NW16JG,0,21,5,22,1,1,2,1,0,0,0,0,0,0,19,1,1,3,1,1,0,0,0,0,0,5,8,6,4,6,5,NW,0,54400,47891.15646,32500,30732.48408
189,NW16JX,0,56,22,57,2,4,15,3,3,2,1,1,1,0,51,2,3,7,1,1,1,1,0,0,0,9,18,13,11,21,10,NW,0,56700,49737.53281,32500,31717.17172
190,NW16LE,0,37,13,41,2,2,8,2,1,1,1,1,0,0,40,3,1,5,1,1,1,1,0,0,0,7,15,9,8,16,8,NW,0,49800,43644.68864,32500,27349.82332
191,NW16LF,0,12,0,8,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,5,1,2,6,1,NW,0,51500,44943.18182,32500,28444.44444
192,NW16LG,0,11,0,9,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,5,2,2,6,1,NW,0,54400,48012.82051,32500,31024.09639
193,NW16LP,0,12,0,10,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,5,3,2,6,1,NW,0,49100,43206.52174,32500,27631.57895
194,NW16LQ,0,32,13,38,2,2,8,2,1,1,1,1,0,0,40,2,1,5,1,1,1,1,0,0,0,7,15,6,9,16,8,NW,0,63100,55788.04348,47500,36144.27861
195,NW16LR,0,15,1,11,1,1,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,5,3,2,6,1,NW,0,53500,46313.13131,32500,28738.31776
196,NW16LS,0,20,2,17,1,1,1,0,0,0,0,0,0,0,18,1,0,1,1,0,0,0,0,0,0,3,8,4,4,8,4,NW,0,57600,50934.95935,32500,32572.46377
197,NW16LW,0,9,0,6,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,4,0,2,6,1,NW,0,56500,49754.09836,32500,31718.75
198,NW16NA,0,14,1,10,0,0,0,0,0,0,0,0,0,0,13,0,1,1,0,0,0,0,0,0,0,3,4,3,4,6,2,NW,0,51200,45441.17647,32500,29326.92308
199,NW16ND,0,70,20,73,4,3,9,2,1,1,1,0,1,0,79,4,2,11,3,1,2,1,1,1,0,13,32,15,8,41,15,NW,0,49800,43253.49301,32500,26783.73383
200,NW16NE,0,63,11,49,1,1,7,2,2,1,1,0,0,0,62,1,0,4,0,1,2,1,0,0,0,8,29,4,11,36,10,NW,0,52000,45397.19626,32500,28441.55844
201,NW16NG,0,17,3,17,1,1,2,1,0,0,0,0,0,0,20,0,0,1,0,0,1,0,0,0,0,2,9,3,4,13,2,NW,0,48600,41885.2459,32500,25882.35294
202,NW16NJ,0,11,1,12,1,1,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,2,5,3,2,6,1,NW,0,53600,47405.06329,32500,30654.7619
203,NW16NN,0,4,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,NW,0,64600,57272.72727,110000,36458.33333
204,NW16NR,0,27,6,26,1,1,4,1,1,1,0,0,0,0,29,2,1,2,1,0,0,0,0,0,0,4,13,4,7,13,5,NW,0,42300,36201.92308,22500,22159.53307
205,NW16NS,0,27,7,28,0,2,5,1,1,1,0,0,0,0,27,1,2,2,0,0,0,0,0,0,0,7,10,6,6,13,5,NW,0,50100,43206.52174,32500,26102.94118
206,NW16NT,0,27,10,31,0,2,6,1,1,1,1,0,0,0,29,1,2,4,0,1,0,1,0,0,0,6,12,7,6,13,5,NW,0,44900,37160.80402,22500,22608.69565
207,NW16NU,0,25,9,29,1,1,5,1,1,1,1,0,0,0,30,1,2,4,0,1,0,1,0,0,0,5,11,7,7,13,5,NW,0,48000,41564.24581,32500,25575
208,NW16PU,0,17,4,12,1,0,1,1,0,0,0,0,0,0,17,1,0,3,1,0,1,1,0,0,0,2,6,2,2,7,4,NW,0,61400,53085.10638,32500,32522.93578
209,NW16QB,0,38,13,37,1,2,6,2,1,1,0,0,0,0,44,2,2,7,2,1,2,0,0,0,0,7,15,8,5,21,9,NW,0,63500,56285.04673,110000,35956.52174
210,NW16QG,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,NW,0,49900,44687.5,32500,29333.33333
211,NW16QJ,0,34,10,25,1,2,4,1,0,1,0,0,0,0,35,0,1,6,1,1,2,1,0,0,0,3,13,4,4,19,6,NW,0,56600,50000,42500,32723.57724
212,NW16QN,0,19,6,19,1,1,3,1,0,1,0,0,0,0,20,1,0,3,2,0,0,1,0,0,0,4,9,2,4,9,3,NW,0,54900,48333.33333,32500,30892.85714
213,NW16QP,0,21,7,22,1,1,3,1,0,1,0,0,0,0,19,1,0,4,2,0,1,1,0,0,0,6,8,4,3,7,4,NW,0,60600,53170.73171,42500,33283.58209
214,NW16QR,0,21,7,21,1,1,3,1,0,1,0,0,0,0,23,2,0,4,2,0,1,1,0,0,0,4,9,4,4,10,3,NW,0,66800,59834.71074,110000,39125
215,NW16QS,0,21,7,26,1,1,3,1,0,1,0,0,0,0,24,2,0,4,2,0,1,1,0,0,0,7,11,4,3,12,3,NW,0,57000,50265.15152,42500,32432.43243
216,NW16RA,0,25,5,23,1,2,3,1,0,0,0,0,0,0,25,1,0,2,1,1,0,0,0,0,0,4,10,5,6,11,5,NW,0,54100,47672.41379,32500,30454.54545
217,NW16RF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NW,0,40800,36111.11111,22500,23500
218,NW16RG,0,39,5,29,1,1,3,1,1,0,0,0,0,0,41,2,1,2,0,0,1,0,0,0,0,5,11,9,6,19,12,NW,0,28900,24933.20611,17500,16085.47009
219,NW16RH,0,39,8,33,1,1,2,0,1,0,0,0,0,0,52,3,2,6,2,1,1,0,0,0,0,10,13,7,10,24,9,NW,0,35200,30164.38356,17500,18763.32623
220,NW16RJ,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,NW,0,26700,23214.28571,17500,15151.51515
221,NW16RL,0,23,3,20,0,1,2,1,0,0,0,0,0,0,28,1,1,1,0,0,0,0,0,0,0,5,7,6,4,14,8,NW,0,27500,23205.57491,17500,14138.46154
222,NW16RN,0,31,4,32,1,1,3,1,1,0,0,0,0,0,45,2,1,1,0,0,0,0,0,0,0,7,11,10,6,22,14,NW,0,36600,31809.21053,22500,20142.45014
223,NW16RP,0,22,2,13,0,1,1,0,0,0,0,0,0,0,20,1,1,1,0,0,0,0,0,0,0,3,4,5,3,8,7,NW,0,30600,26491.93548,17500,17012.77955
224,NW16RQ,0,77,9,49,2,2,3,0,1,0,0,0,0,0,82,3,2,6,1,1,1,1,0,0,0,10,18,16,10,39,24,NW,0,40000,34293.94813,22500,21113.25611
225,NW16RR,0,14,2,15,1,1,1,0,0,0,0,0,0,0,21,1,1,1,0,0,0,0,0,0,0,3,5,5,2,10,7,NW,0,34400,29886.36364,17500,17687.5
226,NW16RS,0,6,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,2,NW,0,30500,24927.53623,17500,15000
227,NW16RT,0,49,12,41,2,2,8,1,1,1,1,1,1,0,52,2,1,4,1,1,1,0,0,0,0,7,11,13,8,23,15,NW,0,26100,21865.91276,12500,13448.95288
228,NW16RU,0,8,0,6,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,2,3,1,4,3,NW,0,40900,34729.72973,22500,21768.29268
229,NW16RW,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NW,0,34800,30500,17500,19583.33333
230,NW16SE,0,6,1,9,1,0,1,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,2,4,1,1,4,2,NW,0,57800,49054.05405,32500,30119.04762
231,NW16SL,0,34,11,36,2,2,6,1,1,1,1,0,0,0,37,2,1,5,2,1,1,0,0,0,0,7,9,12,7,12,11,NW,0,45900,40119.52191,32500,24947.91667
232,NW16SU,0,55,13,67,2,2,8,1,0,1,2,1,1,0,63,3,1,5,2,1,1,0,0,0,0,16,24,17,10,31,14,NW,0,36400,30635.59322,17500,18275.31646
233,NW16SX,0,21,4,16,1,1,2,1,0,0,0,0,0,0,16,1,1,2,1,0,0,0,0,0,0,3,4,6,4,4,5,NW,0,46300,40781.25,32500,25762.71186
234,NW16SY,0,54,18,68,4,2,7,3,1,1,0,0,0,0,73,4,2,11,3,2,3,0,1,0,0,14,17,26,17,20,21,NW,0,39500,32815.96452,17500,19420.41522
235,NW16TA,0,9,0,7,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,2,NW,0,30100,25591.39785,17500,15912.69841
236,NW16TB,0,10,0,7,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,3,2,3,4,3,NW,0,49100,42916.66667,32500,26538.46154
237,NW16TD,0,77,38,76,4,7,21,2,5,2,2,2,1,0,67,2,6,17,2,3,1,2,2,1,0,12,24,15,12,16,20,NW,0,38300,32561.15108,17500,19904.07674
238,NW16TE,0,10,1,11,1,0,0,0,0,0,0,0,0,0,12,0,0,1,1,0,0,0,0,0,0,2,4,4,3,4,4,NW,0,33100,29310.34483,22500,19133.85827
239,NW16TG,0,29,10,20,1,2,5,1,1,1,0,0,0,0,22,1,2,5,1,1,0,0,1,0,0,3,7,4,4,6,6,NW,0,19100,16475.84973,12500,10712.09801
240,NW16TJ,0,8,1,5,0,0,1,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,NW,0,24600,20714.28571,12500,13037.03704
241,NW16TL,0,25,3,29,1,1,2,0,0,0,1,0,0,0,25,1,0,1,1,0,0,0,0,0,0,7,12,7,4,13,6,NW,0,44800,39611.65049,32500,25182.6484
242,NW16TS,0,24,6,17,1,1,1,0,0,0,0,0,0,0,29,1,1,5,1,1,1,1,0,0,0,3,8,4,6,12,5,NW,0,57100,50234.89933,32500,32278.10651
243,NW16TT,0,9,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,1,4,1,NW,0,54000,48076.92308,32500,31250
244,NW16UA,0,15,2,12,1,1,1,0,0,0,0,0,0,0,13,1,1,1,0,0,0,0,0,0,0,2,5,3,3,6,2,NW,0,57400,50478.7234,32500,32547.16981
245,NW16UB,0,24,5,23,1,2,3,0,1,0,0,0,0,0,22,1,0,2,1,1,0,0,0,0,0,4,9,6,4,10,5,NW,0,47000,41256.8306,32500,26119.40299
246,NW16UE,0,44,11,41,2,4,8,1,1,1,0,1,0,0,40,2,1,3,1,1,0,0,0,0,0,6,15,10,9,17,9,NW,0,48100,42134.14634,32500,26450.70423
247,NW16UG,0,24,4,23,1,2,2,0,0,0,0,0,0,0,33,1,0,2,1,1,0,0,0,0,0,3,9,8,4,13,13,NW,0,35900,29397.32143,17500,17560.13746
248,NW16UH,0,22,4,20,1,1,2,0,1,0,0,0,0,0,21,1,0,2,1,1,0,0,0,0,0,3,9,5,4,9,5,NW,0,46200,40813.95349,32500,26117.02128
249,NW16UL,0,3,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,NW,0,44800,40000,32500,25576.92308
250,NW16UN,0,30,7,28,1,3,4,0,1,0,0,0,0,0,30,1,1,3,1,1,0,0,0,0,0,5,10,8,6,12,8,NW,0,37300,32850,22500,20957.44681
251,NW16UP,0,36,24,45,1,3,10,3,1,2,1,0,0,0,49,2,2,14,3,2,2,3,2,0,0,11,10,13,9,12,12,NW,0,47700,41752.76753,32500,26288.13559
252,NW16UT,0,7,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,2,NW,0,31100,26438.35616,17500,16494.84536
253,NW16UY,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NW,0,63500,56666.66667,42500,37500
254,NW16XN,0,55,18,41,3,1,8,3,2,1,1,0,0,0,56,2,1,10,2,3,3,1,0,0,0,7,14,9,10,21,13,NW,0,62300,55000,47500,35058.47953
255,NW16XT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NW,0,30400,26818.18182,17500,17142.85714
256,NW16XX,0,52,9,42,2,1,6,2,2,1,0,0,0,0,50,2,0,3,1,1,1,0,0,0,0,7,22,5,10,27,8,NW,0,44700,38864.7343,22500,24262.47289
257,NW16XY,0,44,10,34,2,1,6,2,2,1,0,0,0,0,42,2,1,4,1,1,1,0,0,0,0,3,19,4,8,22,6,NW,0,44300,38256.48415,22500,23771.92982
258,NW16XZ,0,51,12,41,2,1,9,2,2,2,1,1,0,0,43,2,1,3,1,0,1,0,0,0,0,6,19,5,9,22,7,NW,0,42700,36729.32331,22500,22609.60334
259,NW65DB,0,40,13,39,1,2,5,2,1,0,0,0,0,0,44,2,1,8,1,0,2,4,0,0,0,8,15,10,9,16,9,NW,0,23300,19261.27527,12500,11816.90141
260,NW65ED,0,2,0,5,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,NW,0,60900,56333.33333,42500,40625
261,NW65EE,0,23,8,27,3,1,4,1,1,1,0,0,0,0,31,3,1,4,1,1,1,0,0,0,0,8,7,5,10,8,6,NW,0,36100,30187.79343,17500,18727.27273
262,NW65EF,0,15,4,20,2,1,2,1,0,0,0,0,0,0,20,2,1,2,1,0,0,0,0,0,0,4,6,6,7,4,5,NW,1,55400,48820.75472,32500,31621.62162
263,NW65EG,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,6,NW,0,27100,23928.57143,17500,15625
264,NW65EH,0,32,5,33,3,1,3,1,1,0,0,0,0,0,33,3,1,2,1,0,0,0,0,0,0,7,12,8,11,10,7,NW,0,43500,37510.12146,22500,22945.20548
265,NW65EL,0,45,16,55,6,2,9,3,1,2,1,0,0,0,61,6,2,7,1,2,2,0,0,0,0,15,14,11,20,16,12,NW,0,30100,24506.76983,17500,14693.54839
266,NW65EN,0,37,17,55,6,2,10,3,1,2,1,0,0,1,63,6,2,7,1,2,2,0,0,0,0,14,14,11,22,16,12,NW,0,33900,28412.92135,17500,17028.50877
267,NW65EP,0,27,8,48,5,1,4,2,1,0,0,0,0,0,43,4,1,4,1,1,1,0,0,0,0,13,14,12,13,12,10,NW,0,45500,40000,32500,25129.87013
268,NW65ER,0,19,9,33,4,1,5,1,1,1,1,0,0,0,37,3,1,4,1,1,1,0,0,0,0,9,9,6,13,9,8,NW,0,33400,27000,17500,16056.91057
269,NW65ES,0,10,0,6,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,2,2,2,4,3,NW,0,15300,12905.13834,7500,8140.794224
270,NW65ET,0,9,0,7,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,2,NW,0,25600,19857.14286,12500,12183.5443
271,NW65EX,0,28,10,51,5,1,5,2,1,1,0,0,0,0,49,4,1,5,2,1,1,0,0,0,0,14,14,13,16,13,11,NW,0,44300,39723.5023,32500,24159.29204
272,NW65EY,0,16,4,23,2,1,2,1,0,0,0,0,0,0,22,2,1,2,1,0,0,0,0,0,0,6,7,6,7,6,5,NW,0,28300,22275.2809,12500,13192.77108
273,NW65FE,0,8,0,4,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,NW,0,42500,34354.83871,17500,19695.12195
274,NW65HP,0,51,13,71,8,1,8,3,1,1,1,0,1,0,64,9,1,5,2,1,1,0,0,0,0,13,24,18,22,15,13,NW,0,34400,29751.49105,17500,18023.45059
275,NW65HR,0,50,15,71,8,2,10,3,2,1,1,0,1,0,65,8,1,5,2,1,1,0,0,0,0,13,24,16,23,15,14,NW,0,40700,35144.73684,17500,21247.40125
276,NW65JG,0,16,2,16,1,1,1,0,0,0,0,0,0,0,14,0,0,1,0,1,0,0,0,0,0,3,7,4,1,9,3,NW,0,55000,47596.15385,32500,29500
277,NW65JH,0,28,8,27,3,2,6,1,1,1,1,0,0,0,26,2,1,2,1,0,0,0,0,0,0,5,8,5,7,9,6,NW,0,41900,35070.09346,22500,21552.34657
278,NW65JJ,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,NW,1,64100,57500,42500,37500
279,NW65JL,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NW,0,67200,60000,110000,39166.66667
280,NW65JN,0,9,1,12,1,1,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,2,4,4,1,2,4,NW,1,83300,77567.56757,110000,52717.3913
281,NW65JR,0,16,1,10,1,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,NW,1,25100,21136.36364,17500,13600.74627
282,NW65JU,0,18,2,18,1,1,1,0,0,0,0,0,0,0,19,1,0,1,0,1,0,0,0,0,0,3,9,4,2,11,4,NW,0,51100,44427.48092,32500,27956.20438
283,NW65LA,0,49,19,69,1,4,13,3,2,3,1,0,0,0,67,2,1,6,2,0,1,1,1,0,0,13,22,20,17,24,18,NW,0,45100,38626.66667,22500,23744.29224
284,NW65LB,0,30,12,44,1,2,8,2,1,2,1,0,0,0,39,1,0,4,1,0,1,1,1,0,0,9,14,12,9,15,10,NW,0,37700,31846.15385,17500,19030.30303
285,NW65LD,0,65,21,66,1,3,14,3,2,3,1,1,1,0,63,2,1,7,2,1,1,1,1,0,0,13,20,18,16,21,17,NW,0,34600,29604.47761,17500,18390.15152
286,NW65LE,0,8,3,12,1,1,2,0,0,1,0,0,0,0,19,1,1,1,0,0,0,0,0,0,0,2,4,3,5,7,5,NW,0,38800,34492.75362,17500,20208.33333
287,NW65LG,0,83,16,70,7,4,7,0,0,3,0,0,0,0,87,3,5,9,2,1,1,0,0,0,0,14,24,18,21,27,27,NW,0,28700,24263.45609,17500,15216.32653
288,NW65SD,0,4,0,6,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,4,1,1,4,2,NW,0,45000,40735.29412,32500,26857.14286
289,NW65SE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,NW,0,42700,38333.33333,22500,24444.44444
290,NW65SG,0,56,17,82,7,3,9,4,1,1,0,0,0,0,77,6,2,8,3,2,0,1,0,0,0,21,26,19,25,21,17,NW,0,27000,22243.86724,12500,13663.19444
291,NW65UY,0,19,5,16,1,0,2,1,0,1,0,0,0,0,21,1,1,3,1,1,0,0,0,0,0,3,7,3,4,7,6,NW,0,38800,33187.1345,17500,20230.76923
292,NW65UZ,0,17,6,20,1,0,3,1,1,1,0,0,0,0,21,1,1,3,1,1,0,0,0,0,0,4,7,5,4,7,6,NW,0,50600,43529.41176,32500,26769.23077
