,Postcode,PC_Area,Target,Population aged 65+,Females aged 65-69,Females aged 65+,Females aged 70-74,Females aged 75-79,Females aged 80-84,Females aged 85-89,Females aged 90-94,Females aged 95_99,Females aged 100+,Males aged 65-69,Males aged 65+,Males aged 70-74,Males aged 75-79,Males aged 80-84,Males aged 85-89,Males aged 90-94,Males aged 95-99,Males aged 100+,Females aged under 25,Females aged 25-44,Females aged 45-65,Males aged under 25,Males aged 25-44,Males aged 45-65,Mean Income,Median Income,Mode Income,Lower Quartile
167,NW16HE,NW,0,4,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4,10,5,2,12,3,48800,42295.91837,32500,26279.06977
168,NW16HG,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,4,1,58800,52093.02326,42500,33510.6383
169,NW16HH,NW,0,7,1,4,1,0,1,1,0,0,0,1,3,1,0,0,0,1,0,0,5,13,5,4,15,5,51700,45756.30252,32500,29444.44444
170,NW16HJ,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,58100,52031.25,42500,33970.58824
171,NW16HL,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,6,3,71700,64701.49254,110000,42575.75758
172,NW16HN,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,77100,70500,110000,47272.72727
173,NW16HR,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,4,0,63100,55263.15789,42500,38333.33333
174,NW16HS,NW,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,6,4,1,5,2,62000,54507.04225,42500,34605.26316
175,NW16HT,NW,0,4,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,6,4,1,7,4,69200,62000,110000,39843.75
176,NW16HU,NW,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,6,4,1,7,2,60100,52000,32500,32500
177,NW16JG,NW,0,5,1,2,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,5,8,6,4,6,5,54400,47891.15646,32500,30732.48408
178,NW16JX,NW,0,22,4,15,3,3,2,1,1,1,0,3,7,1,1,1,1,0,0,0,9,18,13,11,21,10,56700,49737.53281,32500,31717.17172
179,NW16LE,NW,0,13,2,8,2,1,1,1,1,0,0,1,5,1,1,1,1,0,0,0,7,15,9,8,16,8,49800,43644.68864,32500,27349.82332
180,NW16LF,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,6,1,51500,44943.18182,32500,28444.44444
181,NW16LG,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,2,6,1,54400,48012.82051,32500,31024.09639
182,NW16LP,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,6,1,49100,43206.52174,32500,27631.57895
183,NW16LQ,NW,0,13,2,8,2,1,1,1,1,0,0,1,5,1,1,1,1,0,0,0,7,15,6,9,16,8,63100,55788.04348,47500,36144.27861
184,NW16LR,NW,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,6,1,53500,46313.13131,32500,28738.31776
185,NW16LS,NW,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,8,4,4,8,4,57600,50934.95935,32500,32572.46377
186,NW16LW,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,6,1,56500,49754.09836,32500,31718.75
187,NW16NA,NW,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,4,3,4,6,2,51200,45441.17647,32500,29326.92308
188,NW16ND,NW,0,20,3,9,2,1,1,1,0,1,0,2,11,3,1,2,1,1,1,0,13,32,15,8,41,15,49800,43253.49301,32500,26783.73383
189,NW16NE,NW,0,11,1,7,2,2,1,1,0,0,0,0,4,0,1,2,1,0,0,0,8,29,4,11,36,10,52000,45397.19626,32500,28441.55844
190,NW16NG,NW,0,3,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,9,3,4,13,2,48600,41885.2459,32500,25882.35294
191,NW16NJ,NW,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,2,6,1,53600,47405.06329,32500,30654.7619
192,NW16NN,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,64600,57272.72727,110000,36458.33333
193,NW16NR,NW,0,6,1,4,1,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,4,13,4,7,13,5,42300,36201.92308,22500,22159.53307
194,NW16NS,NW,0,7,2,5,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,7,10,6,6,13,5,50100,43206.52174,32500,26102.94118
195,NW16NT,NW,0,10,2,6,1,1,1,1,0,0,0,2,4,0,1,0,1,0,0,0,6,12,7,6,13,5,44900,37160.80402,22500,22608.69565
196,NW16NU,NW,0,9,1,5,1,1,1,1,0,0,0,2,4,0,1,0,1,0,0,0,5,11,7,7,13,5,48000,41564.24581,32500,25575
197,NW16PU,NW,0,4,0,1,1,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,2,6,2,2,7,4,61400,53085.10638,32500,32522.93578
198,NW16QB,NW,0,13,2,6,2,1,1,0,0,0,0,2,7,2,1,2,0,0,0,0,7,15,8,5,21,9,63500,56285.04673,110000,35956.52174
199,NW16QG,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,49900,44687.5,32500,29333.33333
200,NW16QJ,NW,0,10,2,4,1,0,1,0,0,0,0,1,6,1,1,2,1,0,0,0,3,13,4,4,19,6,56600,50000,42500,32723.57724
201,NW16QN,NW,0,6,1,3,1,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,4,9,2,4,9,3,54900,48333.33333,32500,30892.85714
202,NW16QP,NW,0,7,1,3,1,0,1,0,0,0,0,0,4,2,0,1,1,0,0,0,6,8,4,3,7,4,60600,53170.73171,42500,33283.58209
203,NW16QR,NW,0,7,1,3,1,0,1,0,0,0,0,0,4,2,0,1,1,0,0,0,4,9,4,4,10,3,66800,59834.71074,110000,39125
204,NW16QS,NW,0,7,1,3,1,0,1,0,0,0,0,0,4,2,0,1,1,0,0,0,7,11,4,3,12,3,57000,50265.15152,42500,32432.43243
205,NW16RA,NW,0,5,2,3,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,10,5,6,11,5,54100,47672.41379,32500,30454.54545
206,NW16RF,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,40800,36111.11111,22500,23500
207,NW16RG,NW,0,5,1,3,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,5,11,9,6,19,12,28900,24933.20611,17500,16085.47009
208,NW16RH,NW,0,8,1,2,0,1,0,0,0,0,0,2,6,2,1,1,0,0,0,0,10,13,7,10,24,9,35200,30164.38356,17500,18763.32623
209,NW16RJ,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,26700,23214.28571,17500,15151.51515
210,NW16RL,NW,0,3,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,7,6,4,14,8,27500,23205.57491,17500,14138.46154
211,NW16RN,NW,0,4,1,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,11,10,6,22,14,36600,31809.21053,22500,20142.45014
212,NW16RP,NW,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,4,5,3,8,7,30600,26491.93548,17500,17012.77955
213,NW16RQ,NW,0,9,2,3,0,1,0,0,0,0,0,2,6,1,1,1,1,0,0,0,10,18,16,10,39,24,40000,34293.94813,22500,21113.25611
214,NW16RR,NW,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,5,5,2,10,7,34400,29886.36364,17500,17687.5
215,NW16RS,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,2,30500,24927.53623,17500,15000
216,NW16RT,NW,0,12,2,8,1,1,1,1,1,1,0,1,4,1,1,1,0,0,0,0,7,11,13,8,23,15,26100,21865.91276,12500,13448.95288
217,NW16RU,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,4,3,40900,34729.72973,22500,21768.29268
218,NW16RW,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34800,30500,17500,19583.33333
219,NW16SE,NW,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,4,2,57800,49054.05405,32500,30119.04762
220,NW16SL,NW,0,11,2,6,1,1,1,1,0,0,0,1,5,2,1,1,0,0,0,0,7,9,12,7,12,11,45900,40119.52191,32500,24947.91667
221,NW16SU,NW,0,13,2,8,1,0,1,2,1,1,0,1,5,2,1,1,0,0,0,0,16,24,17,10,31,14,36400,30635.59322,17500,18275.31646
222,NW16SX,NW,0,4,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,4,6,4,4,5,46300,40781.25,32500,25762.71186
223,NW16SY,NW,0,18,2,7,3,1,1,0,0,0,0,2,11,3,2,3,0,1,0,0,14,17,26,17,20,21,39500,32815.96452,17500,19420.41522
224,NW16TA,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,2,30100,25591.39785,17500,15912.69841
225,NW16TB,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,4,3,49100,42916.66667,32500,26538.46154
226,NW16TD,NW,0,38,7,21,2,5,2,2,2,1,0,6,17,2,3,1,2,2,1,0,12,24,15,12,16,20,38300,32561.15108,17500,19904.07674
227,NW16TE,NW,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,4,3,4,4,33100,29310.34483,22500,19133.85827
228,NW16TG,NW,0,10,2,5,1,1,1,0,0,0,0,2,5,1,1,0,0,1,0,0,3,7,4,4,6,6,19100,16475.84973,12500,10712.09801
229,NW16TJ,NW,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,24600,20714.28571,12500,13037.03704
230,NW16TL,NW,0,3,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7,12,7,4,13,6,44800,39611.65049,32500,25182.6484
231,NW16TS,NW,0,6,1,1,0,0,0,0,0,0,0,1,5,1,1,1,1,0,0,0,3,8,4,6,12,5,57100,50234.89933,32500,32278.10651
232,NW16TT,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,4,1,54000,48076.92308,32500,31250
233,NW16UA,NW,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,5,3,3,6,2,57400,50478.7234,32500,32547.16981
234,NW16UB,NW,0,5,2,3,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,9,6,4,10,5,47000,41256.8306,32500,26119.40299
235,NW16UE,NW,0,11,4,8,1,1,1,0,1,0,0,1,3,1,1,0,0,0,0,0,6,15,10,9,17,9,48100,42134.14634,32500,26450.70423
236,NW16UG,NW,0,4,2,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,9,8,4,13,13,35900,29397.32143,17500,17560.13746
237,NW16UH,NW,0,4,1,2,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,9,5,4,9,5,46200,40813.95349,32500,26117.02128
238,NW16UL,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,44800,40000,32500,25576.92308
239,NW16UN,NW,0,7,3,4,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,5,10,8,6,12,8,37300,32850,22500,20957.44681
240,NW16UP,NW,0,24,3,10,3,1,2,1,0,0,0,2,14,3,2,2,3,2,0,0,11,10,13,9,12,12,47700,41752.76753,32500,26288.13559
241,NW16UT,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,2,31100,26438.35616,17500,16494.84536
242,NW16UY,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,63500,56666.66667,42500,37500
243,NW16XN,NW,0,18,1,8,3,2,1,1,0,0,0,1,10,2,3,3,1,0,0,0,7,14,9,10,21,13,62300,55000,47500,35058.47953
244,NW16XT,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30400,26818.18182,17500,17142.85714
245,NW16XX,NW,0,9,1,6,2,2,1,0,0,0,0,0,3,1,1,1,0,0,0,0,7,22,5,10,27,8,44700,38864.7343,22500,24262.47289
246,NW16XY,NW,0,10,1,6,2,2,1,0,0,0,0,1,4,1,1,1,0,0,0,0,3,19,4,8,22,6,44300,38256.48415,22500,23771.92982
247,NW16XZ,NW,0,12,1,9,2,2,2,1,1,0,0,1,3,1,0,1,0,0,0,0,6,19,5,9,22,7,42700,36729.32331,22500,22609.60334
248,NW65DB,NW,0,13,2,5,2,1,0,0,0,0,0,1,8,1,0,2,4,0,0,0,8,15,10,9,16,9,23300,19261.27527,12500,11816.90141
249,NW65EE,NW,0,8,1,4,1,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,8,7,5,10,8,6,36100,30187.79343,17500,18727.27273
250,NW65EF,NW,1,4,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4,6,6,7,4,5,55400,48820.75472,32500,31621.62162
251,NW65EG,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,6,27100,23928.57143,17500,15625
252,NW65EH,NW,0,5,1,3,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,7,12,8,11,10,7,43500,37510.12146,22500,22945.20548
253,NW65EL,NW,0,16,2,9,3,1,2,1,0,0,0,2,7,1,2,2,0,0,0,0,15,14,11,20,16,12,30100,24506.76983,17500,14693.54839
254,NW65EN,NW,0,17,2,10,3,1,2,1,0,0,1,2,7,1,2,2,0,0,0,0,14,14,11,22,16,12,33900,28412.92135,17500,17028.50877
255,NW65EP,NW,0,8,1,4,2,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,13,14,12,13,12,10,45500,40000,32500,25129.87013
256,NW65ER,NW,0,9,1,5,1,1,1,1,0,0,0,1,4,1,1,1,0,0,0,0,9,9,6,13,9,8,33400,27000,17500,16056.91057
257,NW65ES,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,4,3,15300,12905.13834,7500,8140.794224
258,NW65ET,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,2,25600,19857.14286,12500,12183.5443
259,NW65EX,NW,0,10,1,5,2,1,1,0,0,0,0,1,5,2,1,1,0,0,0,0,14,14,13,16,13,11,44300,39723.5023,32500,24159.29204
260,NW65EY,NW,0,4,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,6,7,6,7,6,5,28300,22275.2809,12500,13192.77108
261,NW65FE,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,42500,34354.83871,17500,19695.12195
262,NW65HP,NW,0,13,1,8,3,1,1,1,0,1,0,1,5,2,1,1,0,0,0,0,13,24,18,22,15,13,34400,29751.49105,17500,18023.45059
263,NW65HR,NW,0,15,2,10,3,2,1,1,0,1,0,1,5,2,1,1,0,0,0,0,13,24,16,23,15,14,40700,35144.73684,17500,21247.40125
264,NW65JG,NW,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,7,4,1,9,3,55000,47596.15385,32500,29500
265,NW65JH,NW,0,8,2,6,1,1,1,1,0,0,0,1,2,1,0,0,0,0,0,0,5,8,5,7,9,6,41900,35070.09346,22500,21552.34657
266,NW65JJ,NW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,64100,57500,42500,37500
267,NW65JL,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,67200,60000,110000,39166.66667
268,NW65JN,NW,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,2,4,83300,77567.56757,110000,52717.3913
269,NW65JR,NW,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,25100,21136.36364,17500,13600.74627
270,NW65JU,NW,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,9,4,2,11,4,51100,44427.48092,32500,27956.20438
271,NW65LA,NW,0,19,4,13,3,2,3,1,0,0,0,1,6,2,0,1,1,1,0,0,13,22,20,17,24,18,45100,38626.66667,22500,23744.29224
272,NW65LB,NW,0,12,2,8,2,1,2,1,0,0,0,0,4,1,0,1,1,1,0,0,9,14,12,9,15,10,37700,31846.15385,17500,19030.30303
273,NW65LD,NW,0,21,3,14,3,2,3,1,1,1,0,1,7,2,1,1,1,1,0,0,13,20,18,16,21,17,34600,29604.47761,17500,18390.15152
274,NW65LE,NW,0,3,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,4,3,5,7,5,38800,34492.75362,17500,20208.33333
275,NW65LG,NW,0,16,4,7,0,0,3,0,0,0,0,5,9,2,1,1,0,0,0,0,14,24,18,21,27,27,28700,24263.45609,17500,15216.32653
276,NW65SD,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,4,2,45000,40735.29412,32500,26857.14286
277,NW65SE,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,42700,38333.33333,22500,24444.44444
278,NW65SG,NW,0,17,3,9,4,1,1,0,0,0,0,2,8,3,2,0,1,0,0,0,21,26,19,25,21,17,27000,22243.86724,12500,13663.19444
279,NW65UY,NW,0,5,0,2,1,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,3,7,3,4,7,6,38800,33187.1345,17500,20230.76923
280,NW65UZ,NW,0,6,0,3,1,1,1,0,0,0,0,1,3,1,1,0,0,0,0,0,4,7,5,4,7,6,50600,43529.41176,32500,26769.23077
281,NW65XB,NW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,34700,30000,17500,19166.66667
282,NW80AA,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,4,3,74700,68111.11111,110000,45865.38462
283,NW80AB,NW,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,4,5,5,4,5,62300,54615.38462,42500,35000
284,NW80AD,NW,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,8,4,3,10,4,51400,44811.32075,32500,27837.83784
285,NW80AE,NW,0,3,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,10,4,2,12,4,41900,36313.13131,22500,22489.53975
286,NW80AP,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,88200,82500,110000,58611.11111
287,NW80AR,NW,0,14,1,8,2,1,1,2,1,0,0,2,6,1,1,2,0,0,0,0,9,7,13,9,6,13,72300,65275.59055,110000,42705.47945
288,NW80AS,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,68800,62272.72727,110000,41250
289,NW80AT,NW,0,11,1,5,1,1,0,1,1,0,0,2,6,1,1,2,0,0,0,0,2,5,9,2,3,8,25400,21740.97665,17500,13987.22628
290,NW80AU,NW,0,7,1,4,1,1,1,0,0,0,0,1,3,1,1,0,0,0,0,0,7,13,7,10,12,9,66500,59353.7415,110000,38355.7047
291,NW80EB,NW,0,3,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,6,4,4,8,6,67100,60000,110000,39285.71429
292,NW80ED,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36800,32000,17500,20454.54545
293,NW80EE,NW,0,5,1,3,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,5,6,4,4,8,6,63700,56750,47500,36938.77551
294,NW80EF,NW,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,3,1,4,1,70100,63488.37209,110000,43452.38095
295,NW80EG,NW,0,10,1,5,1,1,1,1,0,0,0,2,5,1,1,1,0,0,0,0,7,8,8,7,10,7,83000,76481.48148,110000,51633.66337
296,NW80EH,NW,0,4,1,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,10,5,6,10,6,68800,61705.42636,110000,40407.40741
297,NW80EJ,NW,0,5,1,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7,11,7,9,12,6,84600,78333.33333,110000,52857.14286
298,NW80EL,NW,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,5,3,3,7,4,81800,75757.57576,110000,51707.31707
299,NW80EN,NW,0,19,3,10,2,1,1,2,1,0,0,2,9,2,2,1,1,1,0,0,8,12,11,12,14,11,64900,57246.69604,110000,35897.95918
300,NW80EP,NW,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,2,1,78000,70000,110000,46363.63636
301,NW80ER,NW,0,10,1,6,1,1,1,1,1,0,0,1,4,2,1,0,0,0,0,0,5,8,4,5,11,5,77200,70290.69767,110000,46938.77551
302,NW80ES,NW,0,7,1,4,1,0,1,1,0,0,0,1,3,1,0,1,0,0,0,0,7,5,8,10,7,10,65500,57317.07317,110000,36000
303,NW80ET,NW,0,9,2,6,1,1,1,1,0,0,0,1,3,1,0,1,0,0,0,0,5,8,8,9,9,7,61600,53666.66667,42500,33877.55102
304,NW80HE,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,66200,60000,110000,37941.17647
305,NW80JA,NW,0,6,1,4,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,8,10,10,10,10,8,34200,28709.67742,17500,17169.81132
306,NW80JB,NW,0,9,1,5,1,1,1,1,0,0,0,2,4,1,0,0,1,0,0,0,14,14,13,14,14,11,36800,31372.54902,17500,18966.66667
307,NW80JD,NW,0,10,1,6,1,1,1,1,1,0,0,1,4,1,0,0,1,1,0,0,16,18,14,17,17,12,36700,31351.62602,17500,19333.33333
308,NW80JE,NW,0,6,1,2,0,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,4,6,6,9,6,5,82900,77258.06452,110000,52697.36842
309,NW80JN,NW,0,14,1,7,2,1,2,1,0,0,0,1,7,1,1,1,2,1,0,0,17,11,15,18,14,16,71300,63913.04348,110000,42112.06897
310,NW80JP,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,3,2,63200,55535.71429,42500,35483.87097
311,NW80JR,NW,0,3,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,4,4,3,6,4,58600,51376.81159,42500,33133.33333
312,NW80JS,NW,0,3,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,7,5,5,8,5,87300,80833.33333,110000,54615.38462
313,NW80JT,NW,1,16,4,9,1,2,1,1,0,0,0,3,7,1,1,1,1,0,0,0,9,16,13,17,20,13,73900,66320.22472,110000,43553.92157
314,NW80JX,NW,0,10,1,5,1,0,1,1,0,1,0,1,5,1,1,1,1,0,0,0,13,9,12,15,12,13,81600,74897.95918,110000,50955.41401
315,NW80JY,NW,0,13,1,6,1,0,2,1,1,0,0,1,7,1,1,2,2,0,0,0,16,12,15,18,13,17,71000,63523.20675,110000,41404.95868
316,NW80LA,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,70900,65833.33333,110000,47857.14286
317,NW80LB,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,2,65600,57592.59259,110000,36034.48276
318,NW80LH,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,2,1,72600,64705.88235,110000,42941.17647
319,NW80LJ,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,3,2,85600,80370.37037,110000,56590.90909
320,NW80LL,NW,0,5,1,3,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,6,9,6,6,7,5,71000,63775.5102,110000,42727.27273
321,NW80LN,NW,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,3,1,0,2,64900,57321.42857,110000,36379.31034
322,NW80LP,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,91000,83750,110000,57500
323,NW80LR,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,67100,60454.54545,110000,40000
324,NW80LS,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,57400,51666.66667,32500,33571.42857
325,NW80LT,NW,0,3,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,2,3,1,1,4,87200,81129.03226,110000,55600
326,NW80LU,NW,0,8,1,4,1,1,0,1,0,0,0,1,4,1,1,1,0,0,0,0,5,5,8,6,2,8,73800,67321.42857,110000,46479.59184
327,NW80LX,NW,0,8,1,4,1,1,0,1,0,0,0,1,4,1,1,1,0,0,0,0,5,5,8,6,4,8,78700,72307.69231,110000,49595.9596
328,NW80LY,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,81900,74642.85714,110000,49333.33333
329,NW80NA,NW,0,4,1,2,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,4,6,4,6,6,4,81000,74672.13115,110000,51538.46154
330,NW80ND,NW,0,11,0,6,1,1,1,1,1,1,0,1,5,0,1,1,1,1,0,0,14,20,13,19,20,16,73200,66289.47368,110000,44245.28302
331,NW80NE,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,88200,82692.30769,110000,58500
332,NW80NG,NW,0,14,0,4,2,1,1,0,0,0,0,2,10,1,2,1,2,1,1,0,22,33,21,32,35,27,73200,66094.59459,110000,44148.68106
333,NW80NJ,NW,0,3,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,4,8,5,7,9,6,70000,62950,110000,41165.04854
334,NW80NN,NW,0,6,1,3,1,0,1,0,0,0,0,1,3,0,1,1,0,0,0,0,8,12,5,7,7,6,69400,62431.19266,110000,41339.28571
335,NW80NU,NW,0,3,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,4,6,4,4,61900,54627.65957,42500,34494.94949
336,NW80NX,NW,0,5,1,3,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,7,10,5,6,7,5,54000,47095.58824,32500,29787.23404
